╧ invoice;Year of sale;Month of Sale;Date of sale;Product ID;Quantity;Price;Sum;Customer;Purchase cost;Shipping date
000-071575;2019;1;16;уб.нд-3363;1;2501.928;2501.928;;1200.42;16.01.2019
000-071575;2019;1;16;уб.нд-3399;1;227.82368;227.82368;;119.84;16.01.2019
000-071575;2019;1;16;уб.нд-3407;1;361.41336;361.41336;;195.3;16.01.2019
000-071575;2019;1;16;уб.нд-3120;1;5681.85216;5681.85216;;3441.6;16.01.2019
000-071575;2019;1;16;уб.нд-3143;1;585.14544;585.14544;;290.28;16.01.2019
000-071575;2019;1;16;уб.нд-3280;1;2848.803552;2848.803552;;1984.65;16.01.2019
000-071579;2017;3;23;уб.нд-3273;1;597.678;597.678;;347.9;23.03.2017
000-071610;2017;7;26;уб.нд-3337;1;152.2752;152.2752;Customer 197;113.3;26.07.2017
000-071611;2018;3;10;уб.нд-3360;2;560.27208;1120.54416;;616.94;15.03.2018
000-071619;2018;8;17;уб.нд-3300;1;469.72896;469.72896;Customer 1195;268;17.08.2018
000-071638;2018;10;19;уб.нд-3384;1;807.2946;807.2946;;438.48;19.10.2018
000-071707;2017;6;21;уб.нд-3319;2;274.429008;548.858016;;414.2;21.06.2017
000-071729;2018;9;8;уб.нд-3395;1;445.449895;445.449895;;259.7;08.09.2018
000-071751;2018;12;3;уб.нд-3126;1;4366.74672;4366.74672;;3182.76;03.12.2018
000-071764;2017;1;12;уб.нд-3281;1;1655.17056;1655.17056;;1067.04;12.01.2017
000-071764;2017;1;12;уб.нд-3360;1;366.655932;366.655932;;288.66;12.01.2017
000-071781;2018;7;22;уб.нд-3280;1;2812.1508;2812.1508;Customer 14;2318.7;22.07.2018
000-071781;2018;7;22;уб.нд-3164;1;403.01336;403.01336;Customer 14;264.5;22.07.2018
000-071781;2018;7;22;уб.нд-3263;1;1240.3764;1240.3764;Customer 14;672.8;22.07.2018
000-071781;2018;7;22;уб.нд-3441;1;615.648;615.648;Customer 14;382.8;22.07.2018
000-071781;2018;7;22;уб.нд-3310;1;385.41312;385.41312;Customer 14;282.24;22.07.2018
000-071781;2018;7;22;уб.нд-3203;1;6919.119;6919.119;Customer 14;3606.81;22.07.2018
000-071781;2018;7;22;уб.нд-3431;1;2097.8496;2097.8496;Customer 14;1232;22.07.2018
000-071788;2017;10;23;уб.нд-3217;1;319.9392;319.9392;;240.12;23.10.2017
000-071788;2017;10;23;уб.нд-3116;2;322.94208;645.88416;;328.44;23.10.2017
000-071788;2017;10;23;уб.нд-3245;1;129.765;129.765;;81;23.10.2017
000-071788;2017;10;23;уб.нд-3298;1;187.8144;187.8144;;137.24;23.10.2017
000-071795;2017;8;30;уб.нд-3334;1;696.27888;696.27888;;420.12;30.08.2017
000-071831;2019;9;8;уб.нд-3121;2;5957.34192;11914.68384;;7936.32;08.09.2019
000-071837;2018;5;23;уб.нд-3264;1;1451.1744;1451.1744;;1016.6;23.05.2018
000-071837;2018;5;23;уб.нд-3244;2;264.18;528.36;;349.44;23.05.2018
000-071849;2019;1;31;уб.нд-3197;1;1296.648;1296.648;;900.45;31.01.2019
000-071849;2019;1;31;уб.нд-3409;1;868.923;868.923;;404.79;31.01.2019
000-071865;2017;10;11;уб.нд-3428;2;1712.22266;3424.44532;Customer 1080;2173.52;11.10.2017
000-071865;2017;10;11;уб.нд-3282;1;854.6027936;854.6027936;Customer 1080;815.48;11.10.2017
000-071865;2017;10;11;уб.нд-3235;2;353.5953;707.1906;Customer 1080;397.94;11.10.2017
000-071865;2017;10;11;уб.нд-3259;1;1608.6;1608.6;Customer 1080;788.98;11.10.2017
000-071890;2019;3;21;уб.нд-3117;1;6116.28528;6116.28528;Customer 289;2842.14;21.03.2019
000-071892;2019;3;22;уб.нд-3365;1;1812.6064;1812.6064;Customer 1008;1103.86;22.03.2019
000-071904;2019;1;22;уб.нд-3438;1;557.928;557.928;;255.84;22.01.2019
000-071934;2019;1;14;уб.нд-3335;1;279.50336;279.50336;;180.32;14.01.2019
000-071955;2019;9;17;уб.нд-3374;2;7087.3508;14174.7016;;6720.12;17.09.2019
000-071955;2019;9;17;уб.нд-3302;2;489.808;979.616;;490.82;17.09.2019
000-071955;2019;9;17;уб.нд-3348;1;1757.988;1757.988;;1049.39;17.09.2019
000-071959;2019;7;6;уб.нд-3291;1;2205.43856;2205.43856;;1491.76;06.07.2019
000-071968;2018;4;24;уб.нд-3330;1;384.48;384.48;;307.05;24.04.2018
000-071968;2018;4;24;уб.нд-3371;1;428.2146;428.2146;;272.16;24.04.2018
000-071976;2017;6;16;уб.нд-3265;1;779.568;779.568;Customer 1112;505.11;16.06.2017
000-071999;2018;12;2;уб.нд-3379;1;4414.5192;4414.5192;;2425.56;02.12.2018
000-072011;2017;2;5;уб.нд-3272;1;1411.03755;1411.03755;Customer 811;787.05;05.02.2017
000-072011;2017;2;5;уб.нд-3187;2;1376.52416;2753.04832;Customer 811;1754.8;05.02.2017
000-072034;2017;10;19;уб.нд-3287;1;5760.936192;5760.936192;;3475.76;19.10.2017
000-072034;2017;10;19;уб.нд-3381;1;6722.3134;6722.3134;;3594.82;19.10.2017
000-072034;2017;10;19;уб.нд-3374;1;5361.647742;5361.647742;;3903.1;19.10.2017
000-072035;2017;7;5;уб.нд-3420;2;319.4118;638.8236;;361.92;07.07.2017
000-072052;2018;8;14;уб.нд-3213;1;303.1335;303.1335;;163.77;19.08.2018
000-072052;2018;8;14;уб.нд-3351;1;1118.084352;1118.084352;;732.6;19.08.2018
000-072061;2017;12;7;уб.нд-3384;1;609.114492;609.114492;;359.1;07.12.2017
000-072070;2017;3;6;уб.нд-3441;1;727.584;727.584;;330;06.03.2017
000-072070;2017;3;6;уб.нд-3249;1;685.608;685.608;;352.98;06.03.2017
000-072077;2018;4;26;уб.нд-3437;1;609.84;609.84;Customer 467;259.56;26.04.2018
000-072084;2017;6;12;уб.нд-3140;1;399.13632;399.13632;;237.6;12.06.2017
000-072084;2017;6;12;уб.нд-3352;1;674.796096;674.796096;;538.46;12.06.2017
000-072088;2019;6;7;уб.нд-3405;1;299.7915;299.7915;;146.01;07.06.2019
000-072088;2019;6;7;уб.нд-3189;2;1476.805568;2953.611136;;1554;07.06.2019
000-072134;2019;6;8;уб.нд-3371;1;452.2716;452.2716;;286.74;08.06.2019
000-072134;2019;6;8;уб.нд-3142;1;554.8121088;554.8121088;;289.06;08.06.2019
000-072134;2019;6;8;уб.нд-3210;1;3092.608512;3092.608512;;1800.96;08.06.2019
000-072134;2019;6;8;уб.нд-3397;1;479.785152;479.785152;;242.88;08.06.2019
000-072134;2019;6;8;уб.нд-3112;2;2793.28896;5586.57792;;2580.84;08.06.2019
000-072134;2019;6;8;уб.нд-3231;1;294.6944;294.6944;;200.64;08.06.2019
000-072137;2019;9;17;уб.нд-3133;1;712.166;712.166;;409.5;17.09.2019
000-072143;2018;5;31;уб.нд-3225;2;217.707048;435.414096;;260.76;02.06.2018
000-072143;2018;5;31;уб.нд-3285;1;302.377152;302.377152;;179.19;02.06.2018
000-072144;2018;4;6;уб.нд-3287;1;6064.14336;6064.14336;Customer 605;4495.82;06.04.2018
000-072147;2019;5;6;уб.нд-3318;1;228.46464;228.46464;Customer 807;151.42;06.05.2019
000-072147;2019;5;6;уб.нд-3385;1;359.70648;359.70648;Customer 807;224.2;06.05.2019
000-072147;2019;5;6;уб.нд-3278;1;2920.24128;2920.24128;Customer 807;1921.04;06.05.2019
000-072147;2019;5;6;уб.нд-3337;1;133.911536;133.911536;Customer 807;110;06.05.2019
000-072147;2019;5;6;уб.нд-3179;2;830.78388;1661.56776;Customer 807;1041.9;06.05.2019
000-072162;2018;8;21;уб.нд-3206;1;2876.879682;2876.879682;Customer 52;1828.71;21.08.2018
000-072162;2018;8;21;уб.нд-3179;1;1000.51392;1000.51392;Customer 52;434.88;21.08.2018
000-072162;2018;8;21;уб.нд-3411;1;546.08736;546.08736;Customer 52;421.8;21.08.2018
000-072162;2018;8;21;уб.нд-3410;2;248.0295;496.059;Customer 52;210.9;21.08.2018
000-072164;2019;1;16;уб.нд-3185;1;920.86144;920.86144;;494.42;16.01.2019
000-072165;2017;8;24;уб.нд-3274;1;1636.614;1636.614;;1005.6;28.08.2017
000-072165;2017;8;24;уб.нд-3405;1;356.5941;356.5941;;185.26;28.08.2017
000-072172;2018;5;15;уб.нд-3274;2;1745.7216;3491.4432;;1759.8;18.05.2018
000-072172;2018;5;15;уб.нд-3290;2;6506.752;13013.504;;6608.42;18.05.2018
000-072172;2018;5;15;уб.нд-3297;1;288.47112;288.47112;;191;18.05.2018
000-072172;2018;5;15;уб.нд-3150;1;266.081112;266.081112;;165;18.05.2018
000-072172;2018;5;15;уб.нд-3371;1;447.4602;447.4602;;240.57;18.05.2018
000-072172;2018;5;15;уб.нд-3198;1;2927.808;2927.808;;1224;18.05.2018
000-072193;2017;9;28;уб.нд-3151;1;564.5879568;564.5879568;;267.12;28.09.2017
000-072193;2017;9;28;уб.нд-3349;1;459.1776672;459.1776672;;309.26;28.09.2017
000-072193;2017;9;28;уб.нд-3370;1;515.57;515.57;;218;28.09.2017
000-072193;2017;9;28;уб.нд-3297;2;276.06376;552.12752;;424.02;28.09.2017
000-072193;2017;9;28;уб.нд-3215;1;434.038;434.038;;195.48;28.09.2017
000-072193;2017;9;28;уб.нд-3382;1;544.757112;544.757112;;336.74;28.09.2017
000-072196;2018;7;7;уб.нд-3365;1;2037.946332;2037.946332;Customer 563;1308.7;09.07.2018
000-072201;2017;10;9;уб.нд-3112;1;2543.88816;2543.88816;Customer 942;1435.14;14.10.2017
000-072203;2017;8;2;уб.нд-3432;1;652.85976;652.85976;;336;02.08.2017
000-072203;2017;8;2;уб.нд-3370;1;459.326;459.326;;239.8;02.08.2017
000-072211;2018;4;15;уб.нд-3248;1;434.929176;434.929176;;258;17.04.2018
000-072211;2018;4;15;уб.нд-3219;1;1166.0929;1166.0929;;473.28;17.04.2018
000-072211;2018;4;15;уб.нд-3143;1;481.88448;481.88448;;241.08;17.04.2018
000-072218;2017;10;2;уб.нд-3285;2;266.698432;533.396864;;372.86;07.10.2017
000-072248;2018;1;30;уб.нд-3410;1;186.36345;186.36345;;128.76;30.01.2018
000-072249;2019;3;2;уб.нд-3186;1;1614.93696;1614.93696;;645.84;06.03.2019
000-072249;2019;3;2;уб.нд-3123;1;3176.892;3176.892;;1594.89;06.03.2019
000-072249;2019;3;2;уб.нд-3220;1;650.2104;650.2104;;355.68;06.03.2019
000-072249;2019;3;2;уб.нд-3383;1;427.583904;427.583904;;240.35;06.03.2019
000-072273;2019;8;1;уб.нд-3241;1;600.624;600.624;;364.72;01.08.2019
000-072273;2019;8;1;уб.нд-3169;1;1888.27988;1888.27988;;1115.03;01.08.2019
000-072296;2017;3;29;уб.нд-3371;2;524.4426;1048.8852;;476.28;30.03.2017
000-072302;2018;9;28;уб.нд-3361;1;668.5952;668.5952;;492;28.09.2018
000-072306;2019;1;11;уб.нд-3438;1;521.766;521.766;;223.86;16.01.2019
000-072306;2019;1;11;уб.нд-3276;1;691.61;691.61;;328.6;16.01.2019
000-072306;2019;1;11;уб.нд-3232;2;259.93672;519.87344;;322.24;16.01.2019
000-072341;2018;6;1;уб.нд-3356;1;593.252352;593.252352;;297;03.06.2018
000-072384;2018;6;16;уб.нд-3406;1;295.8228;295.8228;;205.66;19.06.2018
000-072384;2018;6;16;уб.нд-3382;1;448.377952;448.377952;;277.14;19.06.2018
000-072392;2018;1;23;уб.нд-3316;1;332.63424;332.63424;Customer 282;272.55;27.01.2018
000-072392;2018;1;23;уб.нд-3208;1;3601.125;3601.125;Customer 282;2137.5;27.01.2018
000-072392;2018;1;23;уб.нд-3337;1;181.28;181.28;Customer 282;118.8;27.01.2018
000-072392;2018;1;23;уб.нд-3366;1;3642.08;3642.08;Customer 282;1581;27.01.2018
000-072393;2018;10;7;уб.нд-3243;1;781.2168;781.2168;;327.6;08.10.2018
000-072393;2018;10;7;уб.нд-3372;1;3698.2608;3698.2608;;2306.85;08.10.2018
000-072394;2017;2;23;уб.нд-3243;1;687.470784;687.470784;;342.16;28.02.2017
000-072394;2017;2;23;уб.нд-3198;1;2189.4912;2189.4912;;1444.32;28.02.2017
000-072402;2018;7;25;уб.нд-3191;2;1064.329812;2128.659624;Customer 1004;1278.46;30.07.2018
000-072402;2018;7;25;уб.нд-3173;1;2291.96544;2291.96544;Customer 1004;848.16;30.07.2018
000-072426;2017;8;7;уб.нд-3379;1;4198.1212;4198.1212;Customer 628;2806.04;07.08.2017
000-072431;2017;9;18;уб.нд-3299;1;486.84384;486.84384;;335.16;18.09.2017
000-072431;2017;9;18;уб.нд-3112;1;2593.76832;2593.76832;;1350.72;18.09.2017
000-072433;2017;9;26;уб.нд-3229;1;284.0112;284.0112;;182.56;28.09.2017
000-072443;2018;6;15;уб.нд-3338;1;223.72272;223.72272;;109.44;15.06.2018
000-072443;2018;6;15;уб.нд-3367;1;2153.029632;2153.029632;;1078.24;15.06.2018
000-072443;2018;6;15;уб.нд-3172;1;1888.3264;1888.3264;;1007;15.06.2018
000-072443;2018;6;15;уб.нд-3381;1;4921.47348;4921.47348;;3627.8;15.06.2018
000-072494;2018;1;4;уб.нд-3130;1;572.74672;572.74672;;339.6;04.01.2018
000-072494;2018;1;4;уб.нд-3325;1;695.63728;695.63728;;382;04.01.2018
000-072496;2019;2;28;уб.нд-3327;1;650.624;650.624;;326.4;28.02.2019
000-072496;2019;2;28;уб.нд-3367;1;2317.7472;2317.7472;;1359.52;28.02.2019
000-072496;2019;2;28;уб.нд-3332;1;216.636192;216.636192;;128.64;28.02.2019
000-072496;2019;2;28;уб.нд-3377;1;5766.4488;5766.4488;;3123.54;28.02.2019
000-072509;2018;11;8;уб.нд-3259;1;1271.56;1271.56;;819.62;10.11.2018
000-072531;2018;12;3;уб.нд-3118;1;5191.0212096;5191.0212096;;2454.3;03.12.2018
000-072536;2018;4;3;уб.нд-3316;1;329.8493952;329.8493952;;220.41;03.04.2018
000-072545;2017;3;30;уб.нд-3301;1;177.51852;177.51852;;130.95;30.03.2017
000-072545;2017;3;30;уб.нд-3287;1;6185.4262272;6185.4262272;;3702.44;30.03.2017
000-072545;2017;3;30;уб.нд-3373;1;2207.36888;2207.36888;;1152.35;30.03.2017
000-072585;2017;12;29;уб.нд-3188;2;1161.15912;2322.31824;;1181.56;29.12.2017
000-072585;2017;12;29;уб.нд-3267;1;836.142;836.142;;492.2;29.12.2017
000-072585;2017;12;29;уб.нд-3262;1;407.0275;407.0275;;213.2;29.12.2017
000-072585;2017;12;29;уб.нд-3261;1;2084.731506;2084.731506;;1232.01;29.12.2017
000-072585;2017;12;29;уб.нд-3349;1;435.8592;435.8592;;322.42;29.12.2017
000-072586;2019;8;5;уб.нд-3300;1;469.72896;469.72896;;278.72;09.08.2019
000-072586;2019;8;5;уб.нд-3116;1;282.1824;282.1824;;151.8;09.08.2019
000-072592;2018;1;14;уб.нд-3264;1;1357.824;1357.824;;981.24;17.01.2018
000-072592;2018;1;14;уб.нд-3447;2;1213.0265;2426.053;;1484.44;17.01.2018
000-072592;2018;1;14;уб.нд-3163;2;400.4391168;800.8782336;;509.76;17.01.2018
000-072641;2018;6;14;уб.нд-3133;1;884.338;884.338;;406;14.06.2018
000-072654;2018;11;16;уб.нд-3166;1;630.924;630.924;;291.55;16.11.2018
000-072654;2018;11;16;уб.нд-3223;1;58.001775;58.001775;;34.1;16.11.2018
000-072654;2018;11;16;уб.нд-3119;1;6875.0496;6875.0496;;3643.2;16.11.2018
000-072654;2018;11;16;уб.нд-3299;1;492.78096;492.78096;;383.04;16.11.2018
000-072654;2018;11;16;уб.нд-3133;1;735.644;735.644;;395.5;16.11.2018
000-072654;2018;11;16;уб.нд-3319;1;286.3224;286.3224;;182.4;16.11.2018
000-072654;2018;11;16;уб.нд-3272;1;1302.21;1302.21;;826.8;16.11.2018
000-072654;2018;11;16;уб.нд-3111;1;1467.2947296;1467.2947296;;901.93;16.11.2018
000-072681;2019;5;17;уб.нд-3171;1;1207.2500496;1207.2500496;;849.66;19.05.2019
000-072681;2019;5;17;уб.нд-3196;1;1467.2845;1467.2845;;864.63;19.05.2019
000-072682;2019;9;10;уб.нд-3438;2;547.596;1095.192;Customer 286;570.72;10.09.2019
000-072688;2019;9;3;уб.нд-3200;1;580.1036;580.1036;;332.16;03.09.2019
000-072705;2018;10;27;уб.нд-3285;1;318.56;318.56;;179.19;27.10.2018
000-072705;2018;10;27;уб.нд-3214;1;295.974;295.974;;198.94;27.10.2018
000-072705;2018;10;27;уб.нд-3155;1;481.6348;481.6348;;238.76;27.10.2018
000-072705;2018;10;27;уб.нд-3271;1;1119.888;1119.888;;702.96;27.10.2018
000-072705;2018;10;27;уб.нд-3410;1;220.7235;220.7235;;108.78;27.10.2018
000-072705;2018;10;27;уб.нд-3213;1;348.7665;348.7665;;184.44;27.10.2018
000-072712;2018;3;15;уб.нд-3143;1;487.6212;487.6212;;280.44;15.03.2018
000-072712;2018;3;15;уб.нд-3113;1;4832.8836;4832.8836;;1961.46;15.03.2018
000-072717;2017;6;29;уб.нд-3166;1;545.664;545.664;;289.1;30.06.2017
000-072734;2017;7;10;уб.нд-3150;1;346.3482;346.3482;;194.7;12.07.2017
000-072734;2017;7;10;уб.нд-3361;2;705.3312;1410.6624;;762.6;12.07.2017
000-072737;2017;12;6;уб.нд-3335;1;308.8809472;308.8809472;Customer 769;165.6;06.12.2017
000-072775;2018;4;14;уб.нд-3308;1;62.1828504;62.1828504;;41.28;14.04.2018
000-072783;2017;6;10;уб.нд-3290;1;5925.792;5925.792;;3703.62;10.06.2017
000-072789;2018;10;21;уб.нд-3203;1;5833.767;5833.767;;3077.37;21.10.2018
000-072831;2019;9;28;уб.нд-3332;1;224.34816;224.34816;;131.32;28.09.2019
000-072831;2019;9;28;уб.нд-3293;1;3787.08;3787.08;;2650.05;28.09.2019
000-072831;2019;9;28;уб.нд-3382;1;515.6592;515.6592;;357.6;28.09.2019
000-072831;2019;9;28;уб.нд-3226;1;242.556;242.556;;148.24;28.09.2019
000-072838;2017;1;21;уб.нд-3257;1;1405.6713;1405.6713;Customer 149;838.95;26.01.2017
000-072840;2019;4;1;уб.нд-3288;1;1580.19904;1580.19904;;1437.93;01.04.2019
000-072840;2019;4;1;уб.нд-3345;1;405.07488;405.07488;;277.34;01.04.2019
000-072851;2017;6;28;уб.нд-3126;1;6064.926;6064.926;Customer 374;3300.64;02.07.2017
000-072871;2019;5;5;уб.нд-3117;1;6419.07168;6419.07168;;3236.1;05.05.2019
000-072904;2017;5;15;уб.нд-3148;2;340.5566976;681.1133952;;465.92;15.05.2017
000-072911;2017;9;15;уб.нд-3333;1;294.28224;294.28224;;188;15.09.2017
000-072915;2017;1;1;уб.нд-3146;1;346.5166848;346.5166848;;226.72;04.01.2017
000-072915;2017;1;1;уб.нд-3353;1;195.18624;195.18624;;176.32;04.01.2017
000-072932;2017;2;13;уб.нд-3279;1;1642.21824;1642.21824;Customer 520;1109.66;13.02.2017
000-072945;2019;7;14;уб.нд-3383;1;424.67337;424.67337;;206.91;18.07.2019
000-072945;2019;7;14;уб.нд-3231;1;264.836352;264.836352;;165.44;18.07.2019
000-072948;2019;5;18;уб.нд-3428;1;1694.57088;1694.57088;;1258.92;22.05.2019
000-072951;2017;6;11;уб.нд-3399;1;237.552;237.552;Customer 572;103.04;12.06.2017
000-072958;2018;12;19;уб.нд-3151;2;509.93712;1019.87424;;483.84;19.12.2018
000-072958;2018;12;19;уб.нд-3407;1;361.746;361.746;;216.3;19.12.2018
000-072958;2018;12;19;уб.нд-3438;2;535.61088;1071.22176;;546.12;19.12.2018
000-072987;2018;4;7;уб.нд-3176;1;1641.4356;1641.4356;Customer 601;795.01;11.04.2018
000-072987;2018;4;7;уб.нд-3378;1;5446.0168;5446.0168;Customer 601;2809.8;11.04.2018
000-072987;2018;4;7;уб.нд-3322;1;436.20096;436.20096;Customer 601;282.7;11.04.2018
000-073011;2019;8;12;уб.нд-3160;1;588.5;588.5;;287.5;12.08.2019
000-073022;2018;12;28;уб.нд-3229;1;258.192;258.192;;189.08;29.12.2018
000-073022;2018;12;28;уб.нд-3199;1;408.25512;408.25512;;196.95;29.12.2018
000-073022;2018;12;28;уб.нд-3318;1;221.32512;221.32512;;123.28;29.12.2018
000-073022;2018;12;28;уб.нд-3428;1;1829.762748;1829.762748;;1291.2;29.12.2018
000-073033;2019;7;15;уб.нд-3254;1;1517.346432;1517.346432;;861.12;15.07.2019
000-073045;2017;1;15;уб.нд-3250;1;271.216512;271.216512;;133.92;15.01.2017
000-073045;2017;1;15;уб.нд-3145;1;469.22208;469.22208;;222.78;15.01.2017
000-073045;2017;1;15;уб.нд-3199;1;307.2888;307.2888;;222.3;15.01.2017
000-073058;2017;8;9;уб.нд-3214;1;267.03432;267.03432;;227.36;09.08.2017
000-073061;2019;2;16;уб.нд-3206;1;2774.4813;2774.4813;;1625.52;16.02.2019
000-073063;2018;11;24;уб.нд-3208;1;3108.105;3108.105;;2231.25;27.11.2018
000-073063;2018;11;24;уб.нд-3265;1;639.24576;639.24576;;442.53;27.11.2018
000-073063;2018;11;24;уб.нд-3401;1;359.424;359.424;;181.35;27.11.2018
000-073068;2018;6;24;уб.нд-3352;1;862.16832;862.16832;;577.98;24.06.2018
000-073068;2018;6;24;уб.нд-3195;1;3168.655776;3168.655776;;1604.26;24.06.2018
000-073069;2018;8;17;уб.нд-3335;1;252.7424;252.7424;;187.68;20.08.2018
000-073071;2018;6;30;уб.нд-3356;1;474.5136;474.5136;;336.6;03.07.2018
000-073083;2017;10;31;уб.нд-3363;2;1899.612;3799.224;;2021.76;31.10.2017
000-073083;2017;10;31;уб.нд-3156;1;409.150152;409.150152;;283.05;31.10.2017
000-073104;2018;6;15;уб.нд-3385;1;401.1764;401.1764;Customer 801;250.16;19.06.2018
000-073110;2017;3;12;уб.нд-3259;1;1397.184;1397.184;;827.28;17.03.2017
000-073126;2017;8;27;уб.нд-3166;1;454.72;454.72;;269.5;27.08.2017
000-073129;2017;10;4;уб.нд-3268;1;837.4464;837.4464;;334.8;07.10.2017
000-073129;2017;10;4;уб.нд-3240;1;758.4096;758.4096;;357.54;07.10.2017
000-073131;2018;11;17;уб.нд-3300;1;409.5691776;409.5691776;;305.52;17.11.2018
000-073145;2017;3;31;уб.нд-3125;1;5586.30912;5586.30912;;3653.68;31.03.2017
000-073165;2017;12;20;уб.нд-3311;1;425.7792;425.7792;;204.6;20.12.2017
000-073165;2017;12;20;уб.нд-3433;1;384.206328;384.206328;;171.72;20.12.2017
000-073165;2017;12;20;уб.нд-3182;1;1560.9856;1560.9856;;906.4;20.12.2017
000-073165;2017;12;20;уб.нд-3442;1;1297.1574;1297.1574;;679.14;20.12.2017
000-073165;2017;12;20;уб.нд-3312;1;415.6308;415.6308;;281.37;20.12.2017
000-073165;2017;12;20;уб.нд-3152;1;201.2658;201.2658;;146.25;20.12.2017
000-073165;2017;12;20;уб.нд-3434;1;1744.1664;1744.1664;;951.27;20.12.2017
000-073183;2017;10;25;уб.нд-3372;1;4721.184;4721.184;;2382.9;26.10.2017
000-073190;2017;9;16;уб.нд-3313;1;406.8675864;406.8675864;;291.16;16.09.2017
000-073190;2017;9;16;уб.нд-3136;1;565.84416;565.84416;;294;16.09.2017
000-073190;2017;9;16;уб.нд-3123;1;2893.5132336;2893.5132336;;1643.22;16.09.2017
000-073205;2019;9;28;уб.нд-3365;2;1401.886268;2803.772536;Customer 685;2389.8;01.10.2019
000-073209;2019;2;4;уб.нд-3373;1;1949.70342;1949.70342;Customer 1125;1346.43;04.02.2019
000-073209;2019;2;4;уб.нд-3184;2;1930.14336;3860.28672;Customer 1125;1629.36;04.02.2019
000-073209;2019;2;4;уб.нд-3402;1;408.329152;408.329152;Customer 1125;194.37;04.02.2019
000-073228;2018;6;9;уб.нд-3261;1;2424.8484;2424.8484;;1084.59;09.06.2018
000-073228;2018;6;9;уб.нд-3411;1;553.28;553.28;;444.6;09.06.2018
000-073229;2017;9;14;уб.нд-3339;2;679.5436032;1359.0872064;;785.84;18.09.2017
000-073234;2018;10;13;уб.нд-3108;1;3793.2474;3793.2474;;2151.18;13.10.2018
000-073256;2018;12;24;уб.нд-3236;1;905.625;905.625;;412.5;27.12.2018
000-073256;2018;12;24;уб.нд-3329;2;536.64;1073.28;;787.8;27.12.2018
000-073258;2019;9;26;уб.нд-3302;1;476.4496;476.4496;;275.77;26.09.2019
000-073273;2017;9;30;уб.нд-3131;1;540.44816;540.44816;Customer 511;223.68;02.10.2017
000-073273;2017;9;30;уб.нд-3171;1;1321.41408;1321.41408;Customer 511;706.86;02.10.2017
000-073295;2018;2;15;уб.нд-3155;2;542.47288;1084.94576;;589.28;15.02.2018
000-073311;2017;3;31;уб.нд-3436;1;924.200352;924.200352;;671.58;31.03.2017
000-073321;2018;8;21;уб.нд-3411;1;677.768;677.768;Customer 856;452.2;21.08.2018
000-073348;2017;3;24;уб.нд-3116;2;357.43104;714.86208;;320.16;24.03.2017
000-073348;2017;3;24;уб.нд-3301;1;250.668;250.668;;151.2;24.03.2017
000-073348;2017;3;24;уб.нд-3272;2;1106.56845;2213.1369;;1844.4;24.03.2017
000-073351;2017;5;22;уб.нд-3355;1;1086.7584;1086.7584;Customer 157;702.86;22.05.2017
000-073351;2017;5;22;уб.нд-3283;1;2809.44448;2809.44448;Customer 157;1579.64;22.05.2017
000-073359;2019;6;17;уб.нд-3324;1;240.58944;240.58944;;194.88;17.06.2019
000-073360;2017;6;8;уб.нд-3298;1;223.0296;223.0296;;164.98;08.06.2017
000-073371;2018;7;7;уб.нд-3263;1;1250.99736;1250.99736;;580;07.07.2018
000-073371;2018;7;7;уб.нд-3267;1;957.43296;957.43296;;483;07.07.2018
000-073371;2018;7;7;уб.нд-3358;1;460.944;460.944;;256.08;07.07.2018
000-073371;2018;7;7;уб.нд-3122;1;5920.75084;5920.75084;;2370.16;07.07.2018
000-073385;2019;8;27;уб.нд-3358;1;527.472;527.472;;314.16;27.08.2019
000-073394;2017;10;25;уб.нд-3316;1;319.3288704;319.3288704;;237;25.10.2017
000-073394;2017;10;25;уб.нд-3389;1;722.6912;722.6912;;410.62;25.10.2017
000-073397;2018;3;26;уб.нд-3384;1;663.553296;663.553296;Customer 641;343.98;31.03.2018
000-073397;2018;3;26;уб.нд-3158;1;298.4608;298.4608;Customer 641;145.95;31.03.2018
000-073397;2018;3;26;уб.нд-3223;1;58.6365;58.6365;Customer 641;31;31.03.2018
000-073410;2019;9;22;уб.нд-3282;1;1205.0167992;1205.0167992;;808.45;22.09.2019
000-073410;2019;9;22;уб.нд-3196;1;1390.059;1390.059;;798.12;22.09.2019
000-073416;2018;3;19;уб.нд-3244;1;320.124;320.124;;201.6;24.03.2018
000-073421;2018;9;11;уб.нд-3393;1;77.541728;77.541728;;50.31;11.09.2018
000-073421;2018;9;11;уб.нд-3316;1;409.99104;409.99104;;239.37;11.09.2018
000-073421;2018;9;11;уб.нд-3388;1;784.1896;784.1896;;437.92;11.09.2018
000-073421;2018;9;11;уб.нд-3112;1;2369.3076;2369.3076;;1206;11.09.2018
000-073421;2018;9;11;уб.нд-3403;1;497.448;497.448;;286.65;11.09.2018
000-073421;2018;9;11;уб.нд-3319;1;320.46084;320.46084;;171;11.09.2018
000-073421;2018;9;11;уб.нд-3262;1;394.174;394.174;;209.1;11.09.2018
000-073421;2018;9;11;уб.нд-3143;1;659.7228;659.7228;;270.6;11.09.2018
000-073433;2017;3;24;уб.нд-3137;1;639.7776;639.7776;Customer 127;259.56;25.03.2017
000-073433;2017;3;24;уб.нд-3282;1;906.53256;906.53256;Customer 127;766.27;25.03.2017
000-073433;2017;3;24;уб.нд-3398;1;252.34;252.34;Customer 127;135.16;25.03.2017
