╧ invoice;Year of sale;Month of Sale;Date of sale;Product ID;Quantity;Price;Sum;Customer;Purchase cost;Shipping date
000-071635;2019;7;18;уб.нд-3261;1;2313.815868;2313.815868;Customer 409;1095.12;18.07.2019
000-071635;2019;7;18;уб.нд-3387;1;427.68;427.68;Customer 409;206;18.07.2019
000-071635;2019;7;18;уб.нд-3349;1;490.3416;490.3416;Customer 409;338.87;18.07.2019
000-071635;2019;7;18;уб.нд-3117;2;6782.41536;13564.83072;Customer 409;5290.32;18.07.2019
000-071671;2019;6;16;уб.нд-3398;1;250.046;250.046;;126.48;16.06.2019
000-071671;2019;6;16;уб.нд-3242;1;908.6256;908.6256;;402.21;16.06.2019
000-071671;2019;6;16;уб.нд-3151;1;473.0568192;473.0568192;;289.8;16.06.2019
000-071687;2018;4;28;уб.нд-3248;1;495.616968;495.616968;;268.32;28.04.2018
000-071716;2017;4;16;уб.нд-3213;1;306.393;306.393;Customer 696;163.77;16.04.2017
000-071721;2019;1;11;уб.нд-3128;2;466.58656;933.17312;;497.2;15.01.2019
000-071721;2019;1;11;уб.нд-3374;2;6485.5946;12971.1892;;6312.84;15.01.2019
000-071732;2018;8;9;уб.нд-3447;1;976.80555;976.80555;Customer 1256;629;11.08.2018
000-071744;2019;9;28;уб.нд-3163;1;426.82464;426.82464;;257.04;28.09.2019
000-071744;2019;9;28;уб.нд-3155;1;419.022276;419.022276;;261.62;28.09.2019
000-071744;2019;9;28;уб.нд-3442;1;1467.4912;1467.4912;;617.4;28.09.2019
000-071744;2019;9;28;уб.нд-3143;1;376.328832;376.328832;;275.52;28.09.2019
000-071762;2017;11;14;уб.нд-3152;1;237.258;237.258;;116.25;14.11.2017
000-071765;2017;10;9;уб.нд-3397;1;557.4096;557.4096;;250.47;14.10.2017
000-071765;2017;10;9;уб.нд-3138;1;114.17472;114.17472;;53.28;14.10.2017
000-071765;2017;10;9;уб.нд-3394;1;100.11;100.11;;43.24;14.10.2017
000-071765;2017;10;9;уб.нд-3196;1;1433.614182;1433.614182;;739;14.10.2017
000-071768;2017;3;22;уб.нд-3357;1;958.32352;958.32352;;772.8;22.03.2017
000-071789;2018;9;19;уб.нд-3440;1;796.9416;796.9416;;517.98;22.09.2018
000-071789;2018;9;19;уб.нд-3217;1;426.5856;426.5856;;219.42;22.09.2018
000-071789;2018;9;19;уб.нд-3318;1;209.42592;209.42592;;121.94;22.09.2018
000-071789;2018;9;19;уб.нд-3394;1;111.1221;111.1221;;51.7;22.09.2018
000-071789;2018;9;19;уб.нд-3446;2;1432.887456;2865.774912;;1823.36;22.09.2018
000-071797;2018;5;5;уб.нд-3397;2;477.720672;955.441344;Customer 691;561.66;06.05.2018
000-071797;2018;5;5;уб.нд-3246;1;191.1448;191.1448;Customer 691;128.4;06.05.2018
000-071818;2018;2;9;уб.нд-3409;1;671.4405;671.4405;;393;13.02.2018
000-071818;2018;2;9;уб.нд-3188;1;1243.26128;1243.26128;;504.06;13.02.2018
000-071818;2018;2;9;уб.нд-3187;2;1317.248;2634.496;;1607.2;13.02.2018
000-071818;2018;2;9;уб.нд-3312;1;388.44;388.44;;286.35;13.02.2018
000-071832;2017;1;23;уб.нд-3396;1;360.35032;360.35032;Customer 754;177.76;23.01.2017
000-071832;2017;1;23;уб.нд-3234;1;555.0336;555.0336;Customer 754;335.8;23.01.2017
000-071839;2018;2;27;уб.нд-3282;1;1085.60072;1085.60072;;787.36;27.02.2018
000-071839;2018;2;27;уб.нд-3348;1;2031.78528;2031.78528;;1153.29;27.02.2018
000-071839;2018;2;27;уб.нд-3231;1;278.923392;278.923392;;202.4;27.02.2018
000-071839;2018;2;27;уб.нд-3361;1;653.9008;653.9008;;438.7;27.02.2018
000-071850;2019;6;18;уб.нд-3172;1;2596.4488;2596.4488;Customer 48;986.86;18.06.2019
000-071852;2017;7;18;уб.нд-3125;1;7315.4048;7315.4048;;3117.36;18.07.2017
000-071863;2019;4;20;уб.нд-3347;1;935.5252;935.5252;;479.04;20.04.2019
000-071864;2017;10;26;уб.нд-3282;1;906.53256;906.53256;;752.21;26.10.2017
000-071870;2018;5;30;уб.нд-3369;1;604.032;604.032;;355.68;03.06.2018
000-071870;2018;5;30;уб.нд-3210;1;3920.304;3920.304;;1559.76;03.06.2018
000-071878;2017;12;19;уб.нд-3253;1;320.3728;320.3728;;188.71;19.12.2017
000-071878;2017;12;19;уб.нд-3108;2;4112.67876;8225.35752;;3736.26;19.12.2017
000-071886;2017;8;10;уб.нд-3151;1;405.4772736;405.4772736;;229.32;14.08.2017
000-071886;2017;8;10;уб.нд-3256;1;1983.15369;1983.15369;;1090.98;14.08.2017
000-071888;2017;5;7;уб.нд-3202;1;6418.5352;6418.5352;;3952.3;07.05.2017
000-071888;2017;5;7;уб.нд-3446;2;1496.2948;2992.5896;;1497.76;07.05.2017
000-071888;2017;5;7;уб.нд-3439;1;1422.815;1422.815;;995.53;07.05.2017
000-071888;2017;5;7;уб.нд-3394;2;64.87128;129.74256;;101.52;07.05.2017
000-071893;2018;4;26;уб.нд-3368;1;1711.2552;1711.2552;Customer 779;1250.73;29.04.2018
000-071894;2019;6;27;уб.нд-3413;2;170.28;340.56;;188.32;01.07.2019
000-071894;2019;6;27;уб.нд-3235;1;338.3869;338.3869;;179.27;01.07.2019
000-071894;2019;6;27;уб.нд-3120;2;6444.05184;12888.10368;;5908.08;01.07.2019
000-071920;2018;1;6;уб.нд-3279;1;1570.2132864;1570.2132864;Customer 743;903.44;06.01.2018
000-071932;2017;5;27;уб.нд-3408;1;385.5168;385.5168;;178.48;31.05.2017
000-071962;2017;10;11;уб.нд-3151;2;494.48448;988.96896;Customer 1064;579.6;16.10.2017
000-071963;2019;2;18;уб.нд-3362;1;553.7904768;553.7904768;;341.12;22.02.2019
000-071963;2019;2;18;уб.нд-3137;1;523.4544;523.4544;;269.64;22.02.2019
000-071970;2017;10;29;уб.нд-3230;1;394.956;394.956;;259.7;29.10.2017
000-071977;2017;2;19;уб.нд-3395;1;396.44;396.44;;249.1;21.02.2017
000-071992;2017;7;11;уб.нд-3202;1;6126.7836;6126.7836;;3772.65;11.07.2017
000-071994;2019;7;19;уб.нд-3132;1;238.49032;238.49032;;118.45;19.07.2019
000-071994;2019;7;19;уб.нд-3143;2;642.51264;1285.02528;;496.92;19.07.2019
000-072038;2018;5;28;уб.нд-3242;1;805.0104;805.0104;;428.04;28.05.2018
000-072038;2018;5;28;уб.нд-3372;2;3501.5448;7003.0896;;5424.9;28.05.2018
000-072038;2018;5;28;уб.нд-3244;1;267.288;267.288;;194.88;28.05.2018
000-072038;2018;5;28;уб.нд-3206;2;3031.9074;6063.8148;;3532.38;28.05.2018
000-072038;2018;5;28;уб.нд-3211;1;2902.0518;2902.0518;;1884.78;28.05.2018
000-072038;2018;5;28;уб.нд-3247;1;368.79381;368.79381;;245.28;28.05.2018
000-072042;2017;7;23;уб.нд-3387;2;470.88;941.76;Customer 487;416;27.07.2017
000-072042;2017;7;23;уб.нд-3110;2;2147.45256;4294.90512;Customer 487;2461.44;27.07.2017
000-072042;2017;7;23;уб.нд-3361;1;690.6368;690.6368;Customer 487;492;27.07.2017
000-072042;2017;7;23;уб.нд-3397;1;454.1856;454.1856;Customer 487;270.71;27.07.2017
000-072042;2017;7;23;уб.нд-3262;1;347.0445;347.0445;Customer 487;241.9;27.07.2017
000-072043;2017;1;1;уб.нд-3414;1;420.3199;420.3199;;222.3;01.01.2017
000-072043;2017;1;1;уб.нд-3356;1;524.503056;524.503056;;326.7;01.01.2017
000-072043;2017;1;1;уб.нд-3166;2;494.508;989.016;;490;01.01.2017
000-072043;2017;1;1;уб.нд-3427;1;1772.904672;1772.904672;;1258.32;01.01.2017
000-072048;2017;5;27;уб.нд-3335;1;309.23776;309.23776;;185.84;27.05.2017
000-072048;2017;5;27;уб.нд-3340;2;915.024864;1830.049728;;1144.6;27.05.2017
000-072048;2017;5;27;уб.нд-3400;2;162.64;325.28;;216.14;27.05.2017
000-072048;2017;5;27;уб.нд-3249;1;536.0208;536.0208;;327.54;27.05.2017
000-072048;2017;5;27;уб.нд-3133;1;899.99;899.99;;336;27.05.2017
000-072054;2019;1;8;уб.нд-3292;1;2445.22704;2445.22704;Customer 205;1578.76;08.01.2019
000-072076;2019;8;14;уб.нд-3330;1;538.272;538.272;Customer 466;291.03;19.08.2019
000-072076;2019;8;14;уб.нд-3257;1;1181.439;1181.439;Customer 466;641.55;19.08.2019
000-072099;2018;10;20;уб.нд-3279;2;1579.056;3158.112;;2081.84;20.10.2018
000-072099;2018;10;20;уб.нд-3314;2;238.7616;477.5232;;263.2;20.10.2018
000-072107;2017;2;10;уб.нд-3208;1;3898.125;3898.125;Customer 941;2006.25;14.02.2017
000-072118;2018;9;28;уб.нд-3221;2;356.85;713.7;;380.64;28.09.2018
000-072118;2018;9;28;уб.нд-3219;1;855.848;855.848;;552.16;28.09.2018
000-072146;2018;4;24;уб.нд-3403;1;497.448;497.448;Customer 1242;257.25;29.04.2018
000-072150;2018;6;9;уб.нд-3209;1;3390.41808;3390.41808;;2077.98;09.06.2018
000-072150;2018;6;9;уб.нд-3151;1;540.8424;540.8424;;274.68;09.06.2018
000-072155;2018;3;11;уб.нд-3133;1;544.6896;544.6896;Customer 420;367.5;16.03.2018
000-072155;2018;3;11;уб.нд-3183;1;1598.25712;1598.25712;Customer 420;976.99;16.03.2018
000-072155;2018;3;11;уб.нд-3229;1;284.0112;284.0112;Customer 420;171.15;16.03.2018
000-072155;2018;3;11;уб.нд-3141;1;514.5354368;514.5354368;Customer 420;266.56;16.03.2018
000-072159;2018;1;29;уб.нд-3233;1;281.785;281.785;;204.75;29.01.2018
000-072159;2018;1;29;уб.нд-3306;1;387.6632;387.6632;;209.1;29.01.2018
000-072159;2018;1;29;уб.нд-3358;1;432.432;432.432;;298.32;29.01.2018
000-072167;2017;11;4;уб.нд-3354;1;852.613696;852.613696;;558.26;05.11.2017
000-072178;2018;6;3;уб.нд-3133;1;616.06272;616.06272;;395.5;03.06.2018
000-072178;2018;6;3;уб.нд-3160;1;615.25;615.25;;235;03.06.2018
000-072181;2017;11;18;уб.нд-3302;1;467.944752;467.944752;;247.94;18.11.2017
000-072181;2017;11;18;уб.нд-3272;1;1643.265;1643.265;;842.7;18.11.2017
000-072181;2017;11;18;уб.нд-3442;2;1415.0808;2830.1616;;1262.24;18.11.2017
000-072189;2017;1;6;уб.нд-3149;1;507.697918;507.697918;;238.5;06.01.2017
000-072229;2017;4;5;уб.нд-3202;1;7293.79;7293.79;;4060.09;05.04.2017
000-072229;2017;4;5;уб.нд-3289;1;5613.83424;5613.83424;;2857.92;05.04.2017
000-072239;2018;12;31;уб.нд-3402;1;323.00114;323.00114;;200.64;31.12.2018
000-072239;2018;12;31;уб.нд-3291;1;2523.74928;2523.74928;;1543.2;31.12.2018
000-072239;2018;12;31;уб.нд-3155;1;496.84432;496.84432;;279.4;31.12.2018
000-072239;2018;12;31;уб.нд-3383;2;485.089;970.178;;430.54;31.12.2018
000-072239;2018;12;31;уб.нд-3174;1;2367.11304;2367.11304;;1146.96;31.12.2018
000-072240;2018;1;18;уб.нд-3118;2;6171.31008;12342.62016;;6217.56;21.01.2018
000-072240;2018;1;18;уб.нд-3427;1;1923.4656;1923.4656;;1281.84;21.01.2018
000-072240;2018;1;18;уб.нд-3114;1;291.02544;291.02544;;189.52;21.01.2018
000-072240;2018;1;18;уб.нд-3216;1;454.99968;454.99968;;293.44;21.01.2018
000-072265;2019;8;28;уб.нд-3228;1;506.52;506.52;;280;02.09.2019
000-072274;2018;1;15;уб.нд-3376;1;3860.501148;3860.501148;;2658.77;18.01.2018
000-072279;2017;3;31;уб.нд-3354;1;808.8808;808.8808;;623.3;31.03.2017
000-072297;2017;7;4;уб.нд-3206;1;2336.85693;2336.85693;;1766.19;04.07.2017
000-072310;2019;2;3;уб.нд-3440;2;981.5988;1963.1976;;1068;03.02.2019
000-072314;2018;4;24;уб.нд-3359;2;535.84;1071.68;Customer 390;892.5;26.04.2018
000-072314;2018;4;24;уб.нд-3368;1;2065.308;2065.308;Customer 390;1207.97;26.04.2018
000-072323;2017;10;4;уб.нд-3289;1;4136.50944;4136.50944;;3077.76;04.10.2017
000-072323;2017;10;4;уб.нд-3199;1;313.71678;313.71678;;187.2;04.10.2017
000-072326;2017;7;10;уб.нд-3420;2;370.8114;741.6228;;372.36;10.07.2017
000-072326;2017;7;10;уб.нд-3352;1;862.16832;862.16832;;592.8;10.07.2017
000-072335;2018;10;4;уб.нд-3160;1;467.697;467.697;Customer 258;247.5;04.10.2018
000-072335;2018;10;4;уб.нд-3381;1;5612.2066;5612.2066;Customer 258;3825.68;04.10.2018
000-072358;2017;1;16;уб.нд-3163;1;388.0224;388.0224;;259.2;19.01.2017
000-072358;2017;1;16;уб.нд-3234;2;599.184;1198.368;;543.12;19.01.2017
000-072358;2017;1;16;уб.нд-3118;1;4925.18016;4925.18016;;2863.35;19.01.2017
000-072379;2019;8;20;уб.нд-3162;1;403.8146;403.8146;Customer 998;184.3;24.08.2019
000-072379;2019;8;20;уб.нд-3242;1;805.0104;805.0104;Customer 998;372.69;24.08.2019
000-072379;2019;8;20;уб.нд-3318;2;245.12352;490.24704;Customer 998;268;24.08.2019
000-072397;2018;9;30;уб.нд-3189;1;1393.2128;1393.2128;;814;30.09.2018
000-072422;2019;8;16;уб.нд-3145;1;439.2836712;439.2836712;;251.22;16.08.2019
000-072434;2019;6;12;уб.нд-3432;1;578.96832;578.96832;;362.88;12.06.2019
000-072447;2018;7;24;уб.нд-3190;1;381.5616;381.5616;;178.69;24.07.2018
000-072447;2018;7;24;уб.нд-3349;1;555.72048;555.72048;;305.97;24.07.2018
000-072447;2018;7;24;уб.нд-3135;1;920.208912;920.208912;;452.62;24.07.2018
000-072447;2018;7;24;уб.нд-3318;1;247.50336;247.50336;;155.44;24.07.2018
000-072447;2018;7;24;уб.нд-3218;1;372.6536;372.6536;;175.78;24.07.2018
000-072447;2018;7;24;уб.нд-3109;1;4693.1744;4693.1744;;2042.56;24.07.2018
000-072447;2018;7;24;уб.нд-3441;1;757.6668;757.6668;;389.4;24.07.2018
000-072447;2018;7;24;уб.нд-3204;1;6485.0376;6485.0376;;2789.07;24.07.2018
000-072447;2018;7;24;уб.нд-3226;1;281.588;281.588;;157.76;24.07.2018
000-072451;2018;4;19;уб.нд-3185;1;765.86496;765.86496;;473.47;19.04.2018
000-072451;2018;4;19;уб.нд-3284;1;262.4076;262.4076;;206.01;19.04.2018
000-072451;2018;4;19;уб.нд-3366;2;3502;7004;;4012;19.04.2018
000-072473;2019;9;1;уб.нд-3253;2;418.669;837.338;;364.06;05.09.2019
000-072514;2018;5;4;уб.нд-3256;2;2453.1622;4906.3244;;2622.76;06.05.2018
000-072519;2019;2;5;уб.нд-3201;1;217.073976;217.073976;;140.43;05.02.2019
000-072525;2017;10;11;уб.нд-3141;2;408.743104;817.486208;;518.84;11.10.2017
000-072525;2017;10;11;уб.нд-3222;1;378.4144;378.4144;;171.12;11.10.2017
000-072548;2018;6;24;уб.нд-3249;1;536.0208;536.0208;;314.82;28.06.2018
000-072560;2018;9;22;уб.нд-3366;1;3186.82;3186.82;;1802;22.09.2018
000-072626;2019;8;25;уб.нд-3138;1;99.62304;99.62304;;43.68;25.08.2019
000-072626;2019;8;25;уб.нд-3137;1;497.6306496;497.6306496;;229.32;25.08.2019
000-072652;2017;6;24;уб.нд-3351;1;1169.42496;1169.42496;;976.8;24.06.2017
000-072652;2017;6;24;уб.нд-3293;1;4165.788;4165.788;;2672.7;24.06.2017
000-072652;2017;6;24;уб.нд-3239;1;578.088;578.088;;373.7;24.06.2017
000-072652;2017;6;24;уб.нд-3169;1;1638.02592;1638.02592;;1030.7;24.06.2017
000-072671;2017;11;7;уб.нд-3434;1;1889.5136;1889.5136;;882.71;07.11.2017
000-072671;2017;11;7;уб.нд-3129;1;487.0491056;487.0491056;;204.67;07.11.2017
000-072671;2017;11;7;уб.нд-3208;1;3256.605;3256.605;;1875;07.11.2017
000-072671;2017;11;7;уб.нд-3410;1;222.999;222.999;;99.9;07.11.2017
000-072671;2017;11;7;уб.нд-3258;2;1098.7781;2197.5562;;1044.22;07.11.2017
000-072671;2017;11;7;уб.нд-3428;2;2076.68;4153.36;;2022.88;07.11.2017
000-072671;2017;11;7;уб.нд-3164;1;376.72988;376.72988;;250.7;07.11.2017
000-072671;2017;11;7;уб.нд-3302;1;458.460288;458.460288;;230.23;07.11.2017
000-072671;2017;11;7;уб.нд-3341;1;374.49216;374.49216;;294.12;07.11.2017
000-072675;2019;3;24;уб.нд-3195;1;2852.3088;2852.3088;;1948.03;26.03.2019
000-072675;2019;3;24;уб.нд-3266;1;665.98896;665.98896;;469.26;26.03.2019
000-072680;2018;10;11;уб.нд-3232;1;333.336;333.336;Customer 774;173.28;12.10.2018
000-072686;2017;5;29;уб.нд-3244;1;248.64;248.64;;178.08;29.05.2017
000-072686;2017;5;29;уб.нд-3132;1;245.43664;245.43664;;115.36;29.05.2017
000-072686;2017;5;29;уб.нд-3158;1;305.244;305.244;;165.41;29.05.2017
000-072706;2018;1;24;уб.нд-3360;1;565.23024;565.23024;;283;24.01.2018
000-072706;2018;1;24;уб.нд-3146;1;479.0403072;479.0403072;;220.48;24.01.2018
000-072727;2017;6;10;уб.нд-3158;1;265.90144;265.90144;;132.05;10.06.2017
000-072732;2017;6;13;уб.нд-3171;1;1720.91136;1720.91136;Customer 68;735.42;16.06.2017
000-072732;2017;6;13;уб.нд-3153;1;352.485152;352.485152;Customer 68;210.1;16.06.2017
000-072732;2017;6;13;уб.нд-3409;1;766.2321;766.2321;Customer 68;365.49;16.06.2017
000-072739;2019;2;12;уб.нд-3423;1;494.208;494.208;;297.44;12.02.2019
000-072741;2017;11;4;уб.нд-3207;1;4305.13678;4305.13678;;2496.88;07.11.2017
000-072751;2017;11;9;уб.нд-3171;1;1160.5395984;1160.5395984;Customer 77;785.4;14.11.2017
000-072751;2017;11;9;уб.нд-3204;1;7057.2468;7057.2468;Customer 77;3538.82;14.11.2017
000-072751;2017;11;9;уб.нд-3134;1;282.176496;282.176496;Customer 77;232.46;14.11.2017
000-072751;2017;11;9;уб.нд-3433;1;318.36888;318.36888;Customer 77;162;14.11.2017
000-072753;2017;9;26;уб.нд-3286;1;415.84;415.84;;257.6;29.09.2017
000-072753;2017;9;26;уб.нд-3437;1;604.296;604.296;;272.16;29.09.2017
000-072753;2017;9;26;уб.нд-3116;1;319.80672;319.80672;;149.04;29.09.2017
000-072759;2019;2;22;уб.нд-3305;2;200.704;401.408;;288.4;23.02.2019
000-072759;2019;2;22;уб.нд-3265;2;984.2046;1968.4092;;983.4;23.02.2019
000-072759;2019;2;22;уб.нд-3177;1;673.8883776;673.8883776;;430.8;23.02.2019
000-072760;2017;6;28;уб.нд-3259;2;1731.16;3462.32;;1532;29.06.2017
000-072760;2017;6;28;уб.нд-3290;1;5983.888;5983.888;;4284.58;29.06.2017
000-072760;2017;6;28;уб.нд-3203;1;5698.098;5698.098;;3838.44;29.06.2017
000-072760;2017;6;28;уб.нд-3427;2;2387.7504;4775.5008;;2657.76;29.06.2017
000-072773;2019;5;17;уб.нд-3237;1;82.295808;82.295808;;57.12;20.05.2019
000-072773;2019;5;17;уб.нд-3397;1;510.9588;510.9588;;240.35;20.05.2019
000-072786;2018;8;24;уб.нд-3111;2;1198.3263444;2396.6526888;;1625.26;29.08.2018
000-072786;2018;8;24;уб.нд-3421;2;707.9191;1415.8382;;755.82;29.08.2018
000-072786;2018;8;24;уб.нд-3123;1;2431.5931368;2431.5931368;;1772.1;29.08.2018
000-072786;2018;8;24;уб.нд-3237;1;100.778496;100.778496;;59.36;29.08.2018
000-072786;2018;8;24;уб.нд-3352;1;785.34144;785.34144;;454.48;29.08.2018
000-072792;2019;6;9;уб.нд-3279;1;1389.56928;1389.56928;;932.9;12.06.2019
000-072792;2019;6;9;уб.нд-3369;2;590.304;1180.608;;574.08;12.06.2019
000-072792;2019;6;9;уб.нд-3397;1;478.44324;478.44324;;237.82;12.06.2019
000-072792;2019;6;9;уб.нд-3383;1;480.6791;480.6791;;246.62;12.06.2019
000-072792;2019;6;9;уб.нд-3237;2;96.768;193.536;;122.08;12.06.2019
000-072827;2018;7;21;уб.нд-3165;2;677.54304;1355.08608;;536.28;26.07.2018
000-072827;2018;7;21;уб.нд-3239;1;569.27904;569.27904;;418.1;26.07.2018
000-072827;2018;7;21;уб.нд-3408;1;285.568;285.568;;174.8;26.07.2018
000-072830;2019;2;1;уб.нд-3446;1;1278.813536;1278.813536;;944.24;01.02.2019
000-072830;2019;2;1;уб.нд-3293;1;3370.5012;3370.5012;;2718;01.02.2019
000-072833;2019;9;16;уб.нд-3339;1;672.6094848;672.6094848;;463.98;21.09.2019
000-072833;2019;9;16;уб.нд-3277;2;714.096;1428.192;;1012.32;21.09.2019
000-072833;2019;9;16;уб.нд-3278;1;2252.344512;2252.344512;;1660.56;21.09.2019
000-072835;2017;7;21;уб.нд-3359;1;622.914;622.914;Customer 650;497.25;21.07.2017
000-072839;2019;4;19;уб.нд-3307;1;164.64;164.64;;112.5;23.04.2019
000-072839;2019;4;19;уб.нд-3134;1;397.7036;397.7036;;226.55;23.04.2019
000-072839;2019;4;19;уб.нд-3272;1;1472.7375;1472.7375;;763.2;23.04.2019
000-072843;2017;1;1;уб.нд-3340;1;1105.7072;1105.7072;Customer 934;649;01.01.2017
000-072843;2017;1;1;уб.нд-3408;1;342.6816;342.6816;Customer 934;209.76;01.01.2017
000-072843;2017;1;1;уб.нд-3183;1;1494.02296;1494.02296;Customer 934;779.95;01.01.2017
000-072843;2017;1;1;уб.нд-3377;2;6114.889536;12229.779072;Customer 934;5459.16;01.01.2017
000-072850;2017;8;25;уб.нд-3417;1;284.9056;284.9056;;176.96;30.08.2017
000-072863;2019;7;26;уб.нд-3149;2;606.6592;1213.3184;;593.6;26.07.2019
000-072869;2019;2;4;уб.нд-3390;1;296.964;296.964;;159.14;05.02.2019
000-072872;2018;1;5;уб.нд-3340;1;1084.8448;1084.8448;Customer 102;531;05.01.2018
000-072872;2018;1;5;уб.нд-3136;1;513.1345464;513.1345464;Customer 102;338.1;05.01.2018
000-072876;2017;7;31;уб.нд-3446;2;1115.998884;2231.997768;;1709.4;04.08.2017
000-072876;2017;7;31;уб.нд-3258;1;1118.2255;1118.2255;;507.74;04.08.2017
000-072876;2017;7;31;уб.нд-3211;1;3744.0051;3744.0051;;1867.8;04.08.2017
000-072893;2017;11;25;уб.нд-3188;1;1243.26128;1243.26128;;563.68;27.11.2017
000-072893;2017;11;25;уб.нд-3307;1;203.4284;203.4284;;141.25;27.11.2017
000-072900;2018;10;28;уб.нд-3259;1;1562.64;1562.64;;758.34;02.11.2018
000-072900;2018;10;28;уб.нд-3205;1;7271.5698;7271.5698;;3240.45;02.11.2018
000-072900;2018;10;28;уб.нд-3430;2;1304.511;2609.022;;1773.2;02.11.2018
000-072913;2018;10;23;уб.нд-3154;1;272.40072;272.40072;;143.91;23.10.2018
000-072913;2018;10;23;уб.нд-3439;2;1824.551;3649.102;;1814.86;23.10.2018
000-072913;2018;10;23;уб.нд-3348;1;1608.372;1608.372;;1039;23.10.2018
000-072921;2019;1;12;уб.нд-3167;1;753.588;753.588;;325.24;12.01.2019
000-072922;2017;3;25;уб.нд-3218;1;416.262;416.262;;192.61;27.03.2017
000-072923;2017;2;1;уб.нд-3276;1;617.75808;617.75808;;282.1;01.02.2017
000-072923;2017;2;1;уб.нд-3341;1;338.496;338.496;;260.58;01.02.2017
000-072928;2019;5;27;уб.нд-3122;1;5810.0826;5810.0826;;2529.69;28.05.2019
000-072928;2019;5;27;уб.нд-3327;1;469.5808;469.5808;;361.6;28.05.2019
000-072928;2019;5;27;уб.нд-3234;2;611.7984;1223.5968;;694.96;28.05.2019
000-072936;2017;9;21;уб.нд-3298;1;213.63888;213.63888;;169.36;23.09.2017
000-072938;2017;5;18;уб.нд-3159;1;916.0844;916.0844;;408.1;19.05.2017
000-072938;2017;5;18;уб.нд-3244;1;323.232;323.232;;199.92;19.05.2017
000-072938;2017;5;18;уб.нд-3330;1;394.092;394.092;;293.7;19.05.2017
000-072965;2017;9;28;уб.нд-3199;1;391.95;391.95;;216.45;28.09.2017
000-072965;2017;9;28;уб.нд-3338;1;173.33472;173.33472;;118.56;28.09.2017
000-072966;2017;12;25;уб.нд-3125;1;6617.7811968;6617.7811968;;3419.04;25.12.2017
000-072968;2017;4;28;уб.нд-3210;1;2819.891712;2819.891712;Customer 140;1575.84;02.05.2017
000-072978;2017;11;28;уб.нд-3446;2;1659.2576;3318.5152;;1807.08;28.11.2017
000-072985;2017;9;16;уб.нд-3307;1;156.8;156.8;;132.5;16.09.2017
000-072985;2017;9;16;уб.нд-3218;2;335.626104;671.252208;;411.4;16.09.2017
000-072993;2018;2;24;уб.нд-3401;2;314.496;628.992;Customer 915;362.7;01.03.2018
000-072993;2018;2;24;уб.нд-3408;1;301.98816;301.98816;Customer 915;176.64;01.03.2018
000-073002;2018;10;24;уб.нд-3207;2;6066.0614;12132.1228;;5807.96;24.10.2018
000-073006;2017;1;9;уб.нд-3365;1;1761.1119;1761.1119;;1160.76;09.01.2017
000-073006;2017;1;9;уб.нд-3436;2;1290.024;2580.048;;1682.64;09.01.2017
000-073006;2017;1;9;уб.нд-3313;1;338.9504;338.9504;;273.59;09.01.2017
000-073006;2017;1;9;уб.нд-3190;1;369.6378;369.6378;;158.65;09.01.2017
000-073006;2017;1;9;уб.нд-3131;1;515.65696;515.65696;;267.95;09.01.2017
000-073007;2019;5;22;уб.нд-3413;1;211.904;211.904;;88.88;27.05.2019
000-073014;2019;7;7;уб.нд-3349;1;435.314376;435.314376;;338.87;07.07.2019
000-073017;2017;6;12;уб.нд-3289;1;4431.9744;4431.9744;Customer 26;2775.48;15.06.2017
000-073017;2017;6;12;уб.нд-3387;1;398.1312;398.1312;Customer 26;180;15.06.2017
000-073017;2017;6;12;уб.нд-3163;1;344.9088;344.9088;Customer 26;239.76;15.06.2017
000-073017;2017;6;12;уб.нд-3306;1;387.6632;387.6632;Customer 26;225.5;15.06.2017
000-073017;2017;6;12;уб.нд-3332;1;240.2862272;240.2862272;Customer 26;151.42;15.06.2017
000-073017;2017;6;12;уб.нд-3171;1;1644.08496;1644.08496;Customer 26;821.1;15.06.2017
000-073017;2017;6;12;уб.нд-3170;2;1181.48688;2362.97376;Customer 26;1265.64;15.06.2017
000-073038;2019;7;12;уб.нд-3221;1;371.124;371.124;;203.13;16.07.2019
000-073044;2018;11;5;уб.нд-3414;1;429.5577;429.5577;Customer 1068;264.29;05.11.2018
000-073055;2018;7;1;уб.нд-3212;1;666.860256;666.860256;;299.73;01.07.2018
000-073089;2017;1;14;уб.нд-3444;2;600.6;1201.2;;496.86;14.01.2017
000-073089;2017;1;14;уб.нд-3367;1;2340.2496;2340.2496;;1277.48;14.01.2017
000-073091;2018;12;24;уб.нд-3273;1;431.49753;431.49753;;379.85;24.12.2018
000-073112;2018;3;15;уб.нд-3214;1;292.24692;292.24692;;196.91;16.03.2018
000-073112;2018;3;15;уб.нд-3206;2;3203.5248;6407.0496;;3126;16.03.2018
000-073118;2017;7;9;уб.нд-3289;1;4087.26528;4087.26528;;3077.76;10.07.2017
000-073132;2019;5;30;уб.нд-3358;1;427.68;427.68;;279.84;30.05.2019
000-073142;2017;4;7;уб.нд-3207;1;5276.88448;5276.88448;;2822.56;07.04.2017
000-073146;2018;8;31;уб.нд-3275;2;406.679;813.358;;393.6;31.08.2018
000-073170;2017;1;19;уб.нд-3334;1;597.69072;597.69072;;400.67;19.01.2017
000-073175;2018;4;5;уб.нд-3160;1;518.95;518.95;;277.5;09.04.2018
